monster1,monster2,monster1_win_pct,monster2_win_pct
Animated Armor,Dire Wolf,27.3%,72.7%
Bearded Devil,Giant Octopus,27.3%,72.7%
Bugbear,Sea Hag,27.3%,72.7%
Giant Badger,Wolf,27.3%,72.7%
Giant Hyena,Manticore,27.3%,72.7%
Gibbering Mouther,Knight,27.3%,72.7%
Half-Red Dragon Veteran,Plesiosaurus,27.3%,72.7%
Knight,Red Dragon Wyrmling,27.3%,72.7%
Silver Dragon Wyrmling,Winter Wolf,27.3%,72.7%
Stirge,Tribal Warrior,27.3%,72.7%
Giant Spider,Satyr,72.7%,27.3%
Hunter Shark,Mummy,72.7%,27.3%
Mage,Thug,72.7%,27.3%
Pegasus,Sea Hag,72.7%,27.3%
Ankheg,Ghost,27.2%,72.8%
Assassin,Unicorn,27.2%,72.8%
Basilisk,Mimic,72.8%,27.2%
Black Bear,Noble,72.8%,27.2%
Brass Dragon Wyrmling,Gnoll,72.8%,27.2%
Bronze Dragon Wyrmling,Manticore,27.2%,72.8%
Constrictor Snake,Grimlock,72.8%,27.2%
Doppelganger,Veteran,27.2%,72.8%
Druid,Grimlock,72.8%,27.2%
Duergar,Swarm of Poisonous Snakes,27.2%,72.8%
Giant Crab,Swarm of Bats,27.2%,72.8%
Giant Wasp,Grimlock,72.8%,27.2%
Half-Red Dragon Veteran,Medusa,72.8%,27.2%
Magmin,Reef Shark,27.2%,72.8%
Satyr,Thug,72.8%,27.2%
Satyr,Warhorse Skeleton,27.2%,72.8%
Aboleth,Young Brass Dragon,72.9%,27.1%
Assassin,Giant Elk,72.9%,27.1%
Centaur,Ghast,72.9%,27.1%
Deva,Wraith,72.9%,27.1%
Ghost,Sea Hag,72.9%,27.1%
Giant Poisonous Snake,Riding Horse,72.9%,27.1%
Giant Vulture,Swarm of Bats,72.9%,27.1%
Nalfeshnee,Purple Worm,72.9%,27.1%
Air Elemental,Giant Crocodile,27.1%,72.9%
Barbed Devil,Fire Elemental,27.1%,72.9%
Basilisk,Berserker,27.1%,72.9%
Bulette,Horned Devil,27.1%,72.9%
Darkmantle,Lion,27.1%,72.9%
Deva,"Werebear, Bear Form",27.1%,72.9%
Deva,"Werebear, Hybrid Form",27.1%,72.9%
Dire Wolf,Manticore,27.1%,72.9%
Guardian Naga,Shield Guardian,27.1%,72.9%
Red Dragon Wyrmling,Wraith,27.1%,72.9%
"Vampire, Bat Form","Werebear, Bear Form",27.1%,72.9%
"Vampire, Bat Form","Werebear, Hybrid Form",27.1%,72.9%
"Werebear, Bear Form",Young Brass Dragon,27.1%,72.9%
"Werebear, Hybrid Form",Young Brass Dragon,27.1%,72.9%
Blink Dog,Guard,73.0%,27.0%
Blue Dragon Wyrmling,Succubus/Incubus,73.0%,27.0%
Boar,Constrictor Snake,27.0%,73.0%
Boar,Giant Rat,73.0%,27.0%
Boar,Giant Rat (Diseased),73.0%,27.0%
Boar,Giant Wasp,27.0%,73.0%
Boar,Panther,27.0%,73.0%
Centaur,Rhinoceros,27.0%,73.0%
Chain Devil,Killer Whale,27.0%,73.0%
Copper Dragon Wyrmling,Orc,73.0%,27.0%
Drider,Griffon,73.0%,27.0%
Gargoyle,Merrow,27.0%,73.0%
Gelatinous Cube,Griffon,73.0%,27.0%
Giant Lizard,"Wererat, Human Form",27.0%,73.0%
Killer Whale,Mummy Lord,27.0%,73.0%
Lion,Wight,27.0%,73.0%
Shield Guardian,Triceratops,27.0%,73.0%
Air Elemental,Green Hag,73.1%,26.9%
Black Dragon Wyrmling,Ettercap,73.1%,26.9%
Ettin,Red Dragon Wyrmling,73.1%,26.9%
Green Dragon Wyrmling,White Dragon Wyrmling,73.1%,26.9%
Owlbear,Rhinoceros,73.1%,26.9%
Blink Dog,Orc,26.9%,73.1%
Boar,Ice Mephit,26.9%,73.1%
Brass Dragon Wyrmling,Worg,26.9%,73.1%
Constrictor Snake,Swarm of Bats,26.9%,73.1%
Copper Dragon Wyrmling,Swarm of Poisonous Snakes,26.9%,73.1%
Eagle,Merfolk,26.9%,73.1%
Giant Wasp,Swarm of Bats,26.9%,73.1%
Hell Hound,Sea Hag,26.9%,73.1%
Hill Giant,Lich,26.9%,73.1%
Mummy,"Wereboar, Human Form",26.9%,73.1%
Panther,Swarm of Bats,26.9%,73.1%
Black Bear,Giant Owl,26.8%,73.2%
Black Bear,Giant Vulture,26.8%,73.2%
Clay Golem,Djinni,26.8%,73.2%
Ghoul,Phase Spider,26.8%,73.2%
Giant Badger,Gray Ooze,26.8%,73.2%
Giant Badger,Zombie,26.8%,73.2%
Goblin,Scout,26.8%,73.2%
Guardian Naga,Hill Giant,26.8%,73.2%
Shambling Mound,Triceratops,26.8%,73.2%
"Vampire, Vampire Form",Young Brass Dragon,26.8%,73.2%
Fire Elemental,Nightmare,73.2%,26.8%
Giant Boar,"Werewolf, Hybrid Form",73.2%,26.8%
Giant Boar,"Werewolf, Wolf Form",73.2%,26.8%
Hydra,Night Hag,73.2%,26.8%
Riding Horse,Skeleton,73.2%,26.8%
Spy,Swarm of Rats,73.2%,26.8%
Air Elemental,Chimera,73.3%,26.7%
Ape,Swarm of Bats,73.3%,26.7%
Basilisk,Dire Wolf,73.3%,26.7%
Black Bear,Flying Sword,26.7%,73.3%
Bone Devil,"Vampire, Vampire Form",73.3%,26.7%
Camel,Giant Badger,26.7%,73.3%
Chimera,Oni,73.3%,26.7%
Cloaker,Unicorn,73.3%,26.7%
Copper Dragon Wyrmling,Will-o'-Wisp,26.7%,73.3%
Dretch,Pseudodragon,73.3%,26.7%
Dretch,Wolf,26.7%,73.3%
Efreeti,Glabrezu,73.3%,26.7%
Gibbering Mouther,Half-Red Dragon Veteran,26.7%,73.3%
Green Dragon Wyrmling,Sea Hag,26.7%,73.3%
Hydra,Lich,26.7%,73.3%
Knight,Rhinoceros,73.3%,26.7%
Manticore,Vampire Spawn,26.7%,73.3%
Mimic,Succubus/Incubus,26.7%,73.3%
Ochre Jelly,Phase Spider,73.3%,26.7%
Roper,Young Green Dragon,73.3%,26.7%
Specter,"Wererat, Human Form",73.3%,26.7%
Awakened Tree,Invisible Stalker,26.6%,73.4%
Bandit,Elk,26.6%,73.4%
Bandit Captain,Pegasus,26.6%,73.4%
Bugbear,Saber-Toothed Tiger,26.6%,73.4%
Cultist,Guard,26.6%,73.4%
Ghost,Nightmare,26.6%,73.4%
Giant Boar,Succubus/Incubus,26.6%,73.4%
Gladiator,Night Hag,26.6%,73.4%
Bulette,Young Green Dragon,73.4%,26.6%
Ghost,Manticore,73.4%,26.6%
Giant Badger,Pseudodragon,73.4%,26.6%
Adult Green Dragon,Purple Worm,26.5%,73.5%
Archmage,Giant Boar,73.5%,26.5%
Blink Dog,Giant Crab,73.5%,26.5%
Brown Bear,Specter,73.5%,26.5%
Darkmantle,Hobgoblin,73.5%,26.5%
Elephant,Minotaur,73.5%,26.5%
Giant Wolf Spider,Riding Horse,26.5%,73.5%
Hill Giant,Young White Dragon,26.5%,73.5%
Mule,Pony,26.5%,73.5%
Riding Horse,Swarm of Ravens,26.5%,73.5%
Stirge,Violet Fungus,26.5%,73.5%
Swarm of Quippers,White Dragon Wyrmling,73.5%,26.5%
Bronze Dragon Wyrmling,Gargoyle,73.6%,26.4%
Death Dog,Orc,73.6%,26.4%
Dire Wolf,"Werewolf, Hybrid Form",73.6%,26.4%
Dire Wolf,"Werewolf, Wolf Form",73.6%,26.4%
Green Hag,Lamia,73.6%,26.4%
Spirit Naga,Vampire Spawn,73.6%,26.4%
Adult Copper Dragon,Adult Green Dragon,26.4%,73.6%
Basilisk,Giant Constrictor Snake,26.4%,73.6%
Black Bear,Gnoll,26.4%,73.6%
Brass Dragon Wyrmling,Warhorse Skeleton,26.4%,73.6%
Hawk,Sprite,26.4%,73.6%
Polar Bear,Veteran,26.4%,73.6%
Quipper,Sprite,26.4%,73.6%
"Wereboar, Boar Form",Winter Wolf,26.4%,73.6%
"Wereboar, Hybrid Form",Winter Wolf,26.4%,73.6%
Adult Gold Dragon,Kraken,26.3%,73.7%
Adult Red Dragon,Kraken,26.3%,73.7%
Badger,Jackal,26.3%,73.7%
Bone Devil,Triceratops,26.3%,73.7%
Chain Devil,Water Elemental,26.3%,73.7%
Elk,Swarm of Rats,26.3%,73.7%
Gelatinous Cube,Unicorn,26.3%,73.7%
Giant Octopus,Rhinoceros,26.3%,73.7%
Bat,Rat,73.7%,26.3%
Behir,Young Gold Dragon,73.7%,26.3%
Behir,Young Red Dragon,73.7%,26.3%
Cockatrice,Noble,73.7%,26.3%
Constrictor Snake,Goblin,73.7%,26.3%
Flesh Golem,Nightmare,73.7%,26.3%
Flesh Golem,"Weretiger, Hybrid Form",73.7%,26.3%
Flesh Golem,"Weretiger, Tiger Form",73.7%,26.3%
Giant Constrictor Snake,Sea Hag,73.7%,26.3%
Giant Goat,Swarm of Rats,73.7%,26.3%
Giant Wasp,Goblin,73.7%,26.3%
Harpy,Thug,73.7%,26.3%
Noble,Quasit,73.7%,26.3%
Adult Bronze Dragon,Nalfeshnee,26.2%,73.8%
Ankheg,Bearded Devil,73.8%,26.2%
Awakened Shrub,Giant Centipede,26.2%,73.8%
Bandit Captain,Giant Hyena,73.8%,26.2%
Black Pudding,"Werewolf, Hybrid Form",73.8%,26.2%
Black Pudding,"Werewolf, Wolf Form",73.8%,26.2%
Bronze Dragon Wyrmling,Swarm of Poisonous Snakes,73.8%,26.2%
Cockatrice,Gray Ooze,73.8%,26.2%
Cockatrice,Zombie,73.8%,26.2%
Darkmantle,Mage,26.2%,73.8%
Eagle,Vulture,73.8%,26.2%
Elephant,Giant Crocodile,26.2%,73.8%
Ghast,Hunter Shark,26.2%,73.8%
Giant Elk,Giant Octopus,73.8%,26.2%
Gladiator,Wraith,73.8%,26.2%
Killer Whale,Young Brass Dragon,26.2%,73.8%
Lion,Swarm of Ravens,73.8%,26.2%
Medusa,Unicorn,26.2%,73.8%
Specter,Will-o'-Wisp,26.2%,73.8%
Swarm of Bats,Wolf,73.8%,26.2%
Ankheg,Gibbering Mouther,26.1%,73.9%
Azer,Doppelganger,26.1%,73.9%
Boar,Giant Frog,26.1%,73.9%
Cult Fanatic,Draft Horse,26.1%,73.9%
Giant Eagle,Worg,26.1%,73.9%
Hunter Shark,"Weretiger, Human Form",26.1%,73.9%
Cockatrice,Imp,73.9%,26.1%
Efreeti,Ice Devil,73.9%,26.1%
Giant Eagle,Hippogriff,73.9%,26.1%
Giant Poisonous Snake,Skeleton,73.9%,26.1%
Half-Red Dragon Veteran,Veteran,73.9%,26.1%
Plesiosaurus,Winter Wolf,73.9%,26.1%
Blood Hawk,Grimlock,26.0%,74.0%
Bulette,Tyrannosaurus Rex,26.0%,74.0%
Crab,Hawk,74.0%,26.0%
Crab,Quipper,74.0%,26.0%
Crab,Weasel,74.0%,26.0%
Darkmantle,Specter,26.0%,74.0%
Deep Gnome (Svirfneblin),Drow,74.0%,26.0%
Duergar,Orc,74.0%,26.0%
Dust Mephit,Pony,74.0%,26.0%
Dust Mephit,Swarm of Rats,26.0%,74.0%
Elk,Shadow,26.0%,74.0%
Giant Bat,Giant Eagle,26.0%,74.0%
Giant Rat,Grimlock,26.0%,74.0%
Giant Rat (Diseased),Grimlock,26.0%,74.0%
Giant Spider,Mage,74.0%,26.0%
Lamia,Minotaur Skeleton,74.0%,26.0%
Young Bronze Dragon,Young Green Dragon,74.0%,26.0%
Adult Black Dragon,Adult Copper Dragon,74.1%,25.9%
Adult Gold Dragon,Nalfeshnee,74.1%,25.9%
Adult Red Dragon,Nalfeshnee,74.1%,25.9%
Air Elemental,Wraith,74.1%,25.9%
Gelatinous Cube,Will-o'-Wisp,74.1%,25.9%
Giant Weasel,Tribal Warrior,74.1%,25.9%
Kraken,Storm Giant,74.1%,25.9%
Ape,Satyr,25.9%,74.1%
Boar,Giant Crab,25.9%,74.1%
Drow,Hippogriff,25.9%,74.1%
Giant Sea Horse,Swarm of Bats,25.9%,74.1%
Quasit,Skeleton,25.9%,74.1%
Young Black Dragon,Young Bronze Dragon,25.9%,74.1%
Hell Hound,Saber-Toothed Tiger,25.8%,74.2%
Plesiosaurus,"Werebear, Human Form",25.8%,74.2%
Riding Horse,Spy,25.8%,74.2%
Triceratops,Young Bronze Dragon,25.8%,74.2%
Assassin,Manticore,74.2%,25.8%
Basilisk,Will-o'-Wisp,74.2%,25.8%
Couatl,Minotaur,74.2%,25.8%
Drow,Giant Frog,74.2%,25.8%
Elephant,Wraith,74.2%,25.8%
Giant Badger,Mule,74.2%,25.8%
Giant Centipede,Hyena,74.2%,25.8%
Guard,Tribal Warrior,74.2%,25.8%
Guardian Naga,Xorn,74.2%,25.8%
Mage,Rust Monster,74.2%,25.8%
Marilith,Treant,74.2%,25.8%
Marilith,Young Bronze Dragon,74.2%,25.8%
Assassin,Saber-Toothed Tiger,74.3%,25.7%
Axe Beak,Priest,74.3%,25.7%
Bone Devil,"Werebear, Bear Form",74.3%,25.7%
Bone Devil,"Werebear, Hybrid Form",74.3%,25.7%
Death Dog,"Wererat, Human Form",74.3%,25.7%
Giant Wolf Spider,Pseudodragon,74.3%,25.7%
Otyugh,Salamander,74.3%,25.7%
Otyugh,Vrock,74.3%,25.7%
Pegasus,Saber-Toothed Tiger,74.3%,25.7%
Barbed Devil,Flesh Golem,25.7%,74.3%
Blink Dog,Hippogriff,25.7%,74.3%
Bugbear,Hunter Shark,25.7%,74.3%
Camel,Giant Wolf Spider,25.7%,74.3%
Crocodile,Death Dog,25.7%,74.3%
Cultist,Magmin,25.7%,74.3%
Earth Elemental,Roper,25.7%,74.3%
Elk,Flying Sword,25.7%,74.3%
Giant Badger,Skeleton,25.7%,74.3%
Giant Sea Horse,Swarm of Rats,25.7%,74.3%
Adult Silver Dragon,Remorhaz,25.6%,74.4%
Balor,Pit Fiend,25.6%,74.4%
Blink Dog,Giant Goat,25.6%,74.4%
Crab,Sprite,25.6%,74.4%
Cult Fanatic,Rust Monster,25.6%,74.4%
Drow,Spy,25.6%,74.4%
Guardian Naga,Young Brass Dragon,25.6%,74.4%
Hell Hound,Hunter Shark,25.6%,74.4%
Imp,Swarm of Bats,25.6%,74.4%
Assassin,Gelatinous Cube,74.4%,25.6%
Awakened Tree,Unicorn,74.4%,25.6%
Blink Dog,Elk,74.4%,25.6%
Crocodile,Giant Poisonous Snake,74.4%,25.6%
Dire Wolf,Gargoyle,74.4%,25.6%
Draft Horse,Giant Owl,74.4%,25.6%
Drider,Gelatinous Cube,74.4%,25.6%
Drow,Sahuagin,74.4%,25.6%
Giant Goat,Giant Vulture,74.4%,25.6%
Gold Dragon Wyrmling,Ogre,74.4%,25.6%
Gorgon,Young Green Dragon,74.4%,25.6%
Hawk,Quipper,74.4%,25.6%
Hawk,Weasel,74.4%,25.6%
Polar Bear,Will-o'-Wisp,74.4%,25.6%
Quipper,Weasel,74.4%,25.6%
Raven,Spider,74.4%,25.6%
Bandit Captain,Giant Constrictor Snake,25.5%,74.5%
Black Dragon Wyrmling,Ochre Jelly,74.5%,25.5%
Boar,Wolf,25.5%,74.5%
Drow,Giant Goat,25.5%,74.5%
Giant Elk,Half-Red Dragon Veteran,25.5%,74.5%
Gnoll,"Wererat, Human Form",25.5%,74.5%
Grick,Warhorse,74.5%,25.5%
Griffon,"Wereboar, Human Form",25.5%,74.5%
Lion,Orc,74.5%,25.5%
Phase Spider,Will-o'-Wisp,25.5%,74.5%
Pony,Swarm of Bats,25.5%,74.5%
"Werebear, Human Form",Xorn,25.5%,74.5%
Crocodile,Cult Fanatic,74.6%,25.4%
Death Dog,Ghoul,74.6%,25.4%
Deep Gnome (Svirfneblin),Scout,74.6%,25.4%
Drow,Guard,74.6%,25.4%
Drow,Noble,74.6%,25.4%
Ghoul,Giant Vulture,74.6%,25.4%
Hell Hound,"Werewolf, Hybrid Form",74.6%,25.4%
Hell Hound,"Werewolf, Wolf Form",74.6%,25.4%
Minotaur Skeleton,"Weretiger, Hybrid Form",74.6%,25.4%
Minotaur Skeleton,"Weretiger, Tiger Form",74.6%,25.4%
Phase Spider,Swarm of Beetles,74.6%,25.4%
Phase Spider,Swarm of Centipedes,74.6%,25.4%
Phase Spider,Swarm of Insects,74.6%,25.4%
Phase Spider,Swarm of Spiders,74.6%,25.4%
Phase Spider,Swarm of Wasps,74.6%,25.4%
Animated Armor,Giant Hyena,25.4%,74.6%
Bandit,Skeleton,25.4%,74.6%
Draft Horse,Phase Spider,25.4%,74.6%
Green Dragon Wyrmling,Saber-Toothed Tiger,25.4%,74.6%
Swarm of Bats,"Wererat, Hybrid Form",25.4%,74.6%
Swarm of Bats,"Wererat, Rat Form",25.4%,74.6%
Black Bear,Reef Shark,25.3%,74.7%
Blink Dog,Ghoul,25.3%,74.7%
Giant Elk,Medusa,25.3%,74.7%
Blink Dog,Cockatrice,74.7%,25.3%
Ghost,Giant Elk,74.7%,25.3%
Giant Weasel,Quasit,74.7%,25.3%
Orc,Swarm of Rats,74.7%,25.3%
Adult Green Dragon,Behir,74.8%,25.2%
Barbed Devil,Spirit Naga,74.8%,25.2%
Blue Dragon Wyrmling,Griffon,74.8%,25.2%
Chimera,Lamia,74.8%,25.2%
Clay Golem,Shield Guardian,74.8%,25.2%
Doppelganger,Green Dragon Wyrmling,74.8%,25.2%
Elk,Pony,74.8%,25.2%
Grick,Lion,74.8%,25.2%
"Wererat, Human Form","Wererat, Hybrid Form",74.8%,25.2%
"Wererat, Human Form","Wererat, Rat Form",74.8%,25.2%
Animated Armor,Black Pudding,25.2%,74.8%
Bandit,Dust Mephit,25.2%,74.8%
Djinni,Stone Giant,25.2%,74.8%
Harpy,Warhorse Skeleton,25.2%,74.8%
Noble,Swarm of Rats,25.2%,74.8%
Silver Dragon Wyrmling,Troll,25.2%,74.8%
Baboon,Vulture,25.1%,74.9%
Blue Dragon Wyrmling,Ogre Zombie,25.1%,74.9%
Giant Badger,Sahuagin,25.1%,74.9%
Jackal,Vulture,25.1%,74.9%
Lizard,Poisonous Snake,25.1%,74.9%
Plesiosaurus,Wyvern,25.1%,74.9%
Polar Bear,Rhinoceros,25.1%,74.9%
Ape,Cult Fanatic,74.9%,25.1%
Deva,Minotaur,74.9%,25.1%
Eagle,Goat,74.9%,25.1%
Elk,Giant Weasel,74.9%,25.1%
Giant Bat,Giant Poisonous Snake,74.9%,25.1%
Giant Constrictor Snake,Manticore,74.9%,25.1%
Gibbering Mouther,Succubus/Incubus,74.9%,25.1%
Ogre Zombie,Spirit Naga,74.9%,25.1%
Aboleth,Mummy Lord,75.0%,25.0%
Adult Gold Dragon,Adult Silver Dragon,75.0%,25.0%
Adult Red Dragon,Adult Silver Dragon,75.0%,25.0%
Archmage,Green Dragon Wyrmling,75.0%,25.0%
Archmage,Sea Hag,25.0%,75.0%
Axe Beak,Wolf,75.0%,25.0%
Djinni,Earth Elemental,75.0%,25.0%
Doppelganger,Gibbering Mouther,25.0%,75.0%
Gelatinous Cube,Green Dragon Wyrmling,75.0%,25.0%
Giant Constrictor Snake,Troll,25.0%,75.0%
Giant Crab,Giant Lizard,25.0%,75.0%
Giant Poisonous Snake,Giant Sea Horse,75.0%,25.0%
Giant Poisonous Snake,Swarm of Beetles,25.0%,75.0%
Giant Poisonous Snake,Swarm of Centipedes,25.0%,75.0%
Giant Poisonous Snake,Swarm of Insects,25.0%,75.0%
Giant Poisonous Snake,Swarm of Spiders,25.0%,75.0%
Giant Poisonous Snake,Swarm of Wasps,25.0%,75.0%
Imp,Violet Fungus,75.0%,25.0%
Shambling Mound,"Werebear, Bear Form",75.0%,25.0%
Shambling Mound,"Werebear, Hybrid Form",75.0%,25.0%
Spirit Naga,"Weretiger, Hybrid Form",25.0%,75.0%
Spirit Naga,"Weretiger, Tiger Form",25.0%,75.0%
Aboleth,Giant Crocodile,75.1%,24.9%
Cloaker,Spirit Naga,75.1%,24.9%
Copper Dragon Wyrmling,Harpy,75.1%,24.9%
Giant Crab,Giant Wolf Spider,75.1%,24.9%
Giant Crocodile,"Werebear, Bear Form",75.1%,24.9%
Giant Crocodile,"Werebear, Hybrid Form",75.1%,24.9%
Lion,Thug,75.1%,24.9%
Shambling Mound,"Vampire, Vampire Form",75.1%,24.9%
Swarm of Rats,Wolf,75.1%,24.9%
Camel,Violet Fungus,24.9%,75.1%
Copper Dragon Wyrmling,Ghast,24.9%,75.1%
Dust Mephit,Giant Lizard,24.9%,75.1%
Gelatinous Cube,Spirit Naga,24.9%,75.1%
Giant Fire Beetle,Kobold,24.9%,75.1%
Giant Poisonous Snake,"Wererat, Hybrid Form",24.9%,75.1%
Giant Poisonous Snake,"Wererat, Rat Form",24.9%,75.1%
Green Dragon Wyrmling,Hunter Shark,24.9%,75.1%
Rhinoceros,Troll,24.9%,75.1%
Bandit,Sahuagin,24.8%,75.2%
Black Bear,Giant Goat,24.8%,75.2%
Bugbear,Gibbering Mouther,24.8%,75.2%
Cultist,Giant Wasp,24.8%,75.2%
Cultist,Panther,24.8%,75.2%
Druid,Hobgoblin,24.8%,75.2%
Flesh Golem,Lamia,24.8%,75.2%
Gibbering Mouther,Gold Dragon Wyrmling,24.8%,75.2%
Kobold,Tribal Warrior,24.8%,75.2%
Orc,Worg,24.8%,75.2%
Red Dragon Wyrmling,"Werebear, Human Form",24.8%,75.2%
Rhinoceros,Winter Wolf,24.8%,75.2%
Swarm of Rats,"Wererat, Human Form",24.8%,75.2%
Adult Brass Dragon,Frost Giant,75.2%,24.8%
Basilisk,Bugbear,75.2%,24.8%
Black Bear,Giant Frog,75.2%,24.8%
Brass Dragon Wyrmling,Giant Lizard,75.2%,24.8%
Cockatrice,Pony,75.2%,24.8%
Fire Elemental,"Weretiger, Hybrid Form",75.2%,24.8%
Fire Elemental,"Weretiger, Tiger Form",75.2%,24.8%
Giant Fire Beetle,Homunculus,75.2%,24.8%
Giant Sea Horse,Giant Wolf Spider,75.2%,24.8%
Griffon,Polar Bear,75.2%,24.8%
Gynosphinx,Young Copper Dragon,75.2%,24.8%
Knight,Pegasus,75.2%,24.8%
Lich,Young Copper Dragon,75.2%,24.8%
Phase Spider,Satyr,75.2%,24.8%
Bandit Captain,Bronze Dragon Wyrmling,75.3%,24.7%
Bandit Captain,Hell Hound,75.3%,24.7%
Basilisk,Swarm of Quippers,75.3%,24.7%
Blink Dog,Dust Mephit,75.3%,24.7%
Elk,Ice Mephit,75.3%,24.7%
Giant Lizard,Scout,75.3%,24.7%
Giant Wolf Spider,Steam Mephit,75.3%,24.7%
Grick,Swarm of Beetles,75.3%,24.7%
Grick,Swarm of Centipedes,75.3%,24.7%
Grick,Swarm of Insects,75.3%,24.7%
Grick,Swarm of Spiders,75.3%,24.7%
Grick,Swarm of Wasps,75.3%,24.7%
Minotaur Skeleton,Nightmare,75.3%,24.7%
Adult Blue Dragon,Iron Golem,24.7%,75.3%
Blue Dragon Wyrmling,Gold Dragon Wyrmling,24.7%,75.3%
Dretch,Dust Mephit,24.7%,75.3%
Dretch,Sahuagin,24.7%,75.3%
Giant Goat,Giant Spider,24.7%,75.3%
Giant Vulture,Satyr,24.7%,75.3%
Homunculus,Stirge,24.7%,75.3%
Kobold,Violet Fungus,24.7%,75.3%
Polar Bear,Silver Dragon Wyrmling,24.7%,75.3%
Ape,Lion,24.6%,75.4%
Bat,Cat,24.6%,75.4%
Berserker,Gold Dragon Wyrmling,24.6%,75.4%
Bugbear,Manticore,24.6%,75.4%
Drider,Ogre,24.6%,75.4%
Elk,Giant Bat,24.6%,75.4%
Elk,Lizardfolk,24.6%,75.4%
Ettercap,Green Dragon Wyrmling,24.6%,75.4%
Fire Giant,Iron Golem,24.6%,75.4%
Ghast,Sea Hag,24.6%,75.4%
Hill Giant,Young Black Dragon,24.6%,75.4%
Lion,White Dragon Wyrmling,24.6%,75.4%
Air Elemental,Minotaur,75.4%,24.6%
Awakened Tree,Spirit Naga,75.4%,24.6%
Axe Beak,Black Bear,75.4%,24.6%
Baboon,Poisonous Snake,75.4%,24.6%
Bandit Captain,Dire Wolf,75.4%,24.6%
Giant Toad,Lion,75.4%,24.6%
Gnoll,Scout,75.4%,24.6%
Guard,Quasit,75.4%,24.6%
Jackal,Poisonous Snake,75.4%,24.6%
Shadow,Swarm of Bats,75.4%,24.6%
"Werewolf, Hybrid Form",Worg,75.4%,24.6%
"Werewolf, Wolf Form",Worg,75.4%,24.6%
Bandit Captain,Merrow,75.5%,24.5%
Basilisk,"Wereboar, Human Form",24.5%,75.5%
Black Bear,Darkmantle,24.5%,75.5%
Blood Hawk,Magmin,24.5%,75.5%
Bugbear,Ettercap,75.5%,24.5%
Centaur,Gelatinous Cube,24.5%,75.5%
Copper Dragon Wyrmling,"Wererat, Human Form",75.5%,24.5%
Cult Fanatic,Wolf,75.5%,24.5%
Doppelganger,Ghast,75.5%,24.5%
Flying Sword,Scout,75.5%,24.5%
Gargoyle,Ochre Jelly,75.5%,24.5%
Giant Boar,Sea Hag,24.5%,75.5%
Giant Centipede,Tribal Warrior,24.5%,75.5%
Giant Centipede,Violet Fungus,24.5%,75.5%
Giant Rat,Magmin,24.5%,75.5%
Giant Rat (Diseased),Magmin,24.5%,75.5%
Griffon,Merrow,75.5%,24.5%
Hezrou,Shield Guardian,75.5%,24.5%
Hydra,Young Black Dragon,24.5%,75.5%
Kraken,Solar,24.5%,75.5%
Lemure,Stirge,75.5%,24.5%
Owl,Scorpion,75.5%,24.5%
Pony,Shadow,24.5%,75.5%
Unicorn,"Wereboar, Boar Form",75.5%,24.5%
Unicorn,"Wereboar, Hybrid Form",75.5%,24.5%
Black Dragon Wyrmling,Brown Bear,75.6%,24.4%
Doppelganger,Will-o'-Wisp,75.6%,24.4%
Drow,Pony,75.6%,24.4%
Giant Ape,Treant,75.6%,24.4%
Gibbering Mouther,Green Dragon Wyrmling,75.6%,24.4%
Animated Armor,Ankheg,24.4%,75.6%
Ankheg,Rhinoceros,24.4%,75.6%
Baboon,Deer,24.4%,75.6%
Drider,Half-Red Dragon Veteran,24.4%,75.6%
Drow,Rust Monster,24.4%,75.6%
Swarm of Rats,Swarm of Spiders,24.4%,75.6%
Swarm of Rats,Swarm of Wasps,24.4%,75.6%
Aboleth,Roper,24.3%,75.7%
Ape,Specter,24.3%,75.7%
Azer,Mummy,24.3%,75.7%
Boar,Gray Ooze,24.3%,75.7%
Boar,Zombie,24.3%,75.7%
Cultist,Wolf,24.3%,75.7%
Deer,Kobold,24.3%,75.7%
Ghoul,Warhorse Skeleton,24.3%,75.7%
Giant Vulture,Warhorse,24.3%,75.7%
Gnoll,Harpy,24.3%,75.7%
Guard,Swarm of Bats,24.3%,75.7%
Mimic,Saber-Toothed Tiger,24.3%,75.7%
Succubus/Incubus,"Wereboar, Boar Form",24.3%,75.7%
Succubus/Incubus,"Wereboar, Hybrid Form",24.3%,75.7%
Boar,Merfolk,75.7%,24.3%
Cat,Hawk,75.7%,24.3%
Cat,Quipper,75.7%,24.3%
Cat,Weasel,75.7%,24.3%
Giant Frog,Giant Wolf Spider,75.7%,24.3%
Gladiator,Minotaur,75.7%,24.3%
Gold Dragon Wyrmling,"Weretiger, Human Form",75.7%,24.3%
Knight,"Wereboar, Boar Form",75.7%,24.3%
Knight,"Wereboar, Hybrid Form",75.7%,24.3%
Triceratops,Young Brass Dragon,75.7%,24.3%
Black Pudding,Gargoyle,75.8%,24.2%
Blink Dog,Giant Sea Horse,75.8%,24.2%
Clay Golem,Erinyes,75.8%,24.2%
Giant Boar,White Dragon Wyrmling,75.8%,24.2%
Black Dragon Wyrmling,Mummy,24.2%,75.8%
Blue Dragon Wyrmling,Winter Wolf,24.2%,75.8%
Camel,Dryad,24.2%,75.8%
Constrictor Snake,Giant Lizard,24.2%,75.8%
Dire Wolf,Ghost,24.2%,75.8%
Duergar,Ghast,24.2%,75.8%
